City,Date,MinTemp,MaxTemp,Humidity,Pressure,WindSpeed,Condition
Bagalkote,2023-04-19,22.3,40.5,28,1005.9,21.5,Sunny
Bagalkote,2023-04-20,24.8,36.1,25,1006.2,17.0,Sunny
Bagalkote,2023-04-21,21.9,37.5,25,1006.9,23.4,Sunny
Bagalkote,2023-04-22,24.8,36.8,25,1006.1,8.4,Sunny
Bagalkote,2023-04-23,22.3,39.0,25,1002.5,18.2,Sunny
Bagalkote,2023-04-24,23.9,36.9,25,1004.2,7.4,Sunny
Bagalkote,2023-04-25,24.3,40.3,35,1010.1,18.7,Sunny
Bagalkote,2023-04-26,23.6,35.8,25,1003.4,18.7,Sunny
Bagalkote,2023-04-27,24.8,41.0,29,1001.9,19.2,Sunny
Bagalkote,2023-04-28,23.1,39.5,27,1004.4,13.2,Sunny
Bagalkote,2023-04-29,24.6,35.8,28,1012.0,22.0,Sunny
Bagalkote,2023-04-30,25.2,39.0,32,1006.5,20.2,Sunny
Bagalkote,2023-05-01,24.8,35.4,30,1004.3,20.2,Windy
Bagalkote,2023-05-02,24.2,33.9,29,1002.7,26.1,Sunny
Bagalkote,2023-05-03,20.5,39.2,26,1004.3,23.8,Sunny
Bagalkote,2023-05-04,20.6,37.1,28,1002.6,22.6,Sunny
Bagalkote,2023-05-05,22.9,36.5,25,1005.4,14.1,Sunny
Bagalkote,2023-05-06,22.0,41.0,27,1006.6,20.7,Sunny
Bagalkote,2023-05-07,22.6,38.4,28,1006.6,11.3,Sunny
Bagalkote,2023-05-08,22.9,37.1,25,1004.1,21.4,Sunny
Bagalkote,2023-05-09,23.1,36.4,29,1004.0,20.3,Sunny
Bagalkote,2023-05-10,22.5,38.9,28,1004.7,17.1,Sunny
Bagalkote,2023-05-11,24.0,39.9,30,1006.8,21.8,Sunny
Bagalkote,2023-05-12,24.3,37.1,25,1002.8,19.1,Sunny
Bagalkote,2023-05-13,23.6,35.4,35,1007.8,22.3,Sunny
Bagalkote,2023-05-14,24.8,36.7,25,1005.5,11.5,Sunny
Bagalkote,2023-05-15,22.3,39.9,38,1007.3,26.2,Windy
Bagalkote,2023-05-16,23.7,37.5,29,1006.0,23.5,Sunny
Bagalkote,2023-05-17,25.3,35.2,28,1006.4,17.2,Sunny
Bagalkote,2023-05-18,23.1,39.6,25,1005.7,25.0,Sunny
Bagalkote,2023-05-19,23.9,40.3,25,1007.9,14.5,Sunny
Bagalkote,2023-05-20,23.0,41.0,25,1000.3,16.9,Sunny
Bagalkote,2023-05-21,23.1,39.0,25,1007.7,9.6,Sunny
Bagalkote,2023-05-22,24.1,40.3,25,1000.5,17.0,Sunny
Bagalkote,2023-05-23,24.4,41.0,29,1007.6,22.3,Sunny
Bagalkote,2023-05-24,24.4,37.7,26,1003.8,16.5,Sunny
Bagalkote,2023-05-25,22.9,38.7,30,1004.6,18.7,Sunny
Bagalkote,2023-05-26,23.1,38.2,25,1002.6,15.6,Sunny
Bagalkote,2023-05-27,22.8,36.9,25,1009.0,18.4,Sunny
Bagalkote,2023-05-28,25.0,38.1,25,1007.6,18.7,Sunny
Bagalkote,2023-05-29,23.0,37.9,25,1003.7,22.1,Sunny
Bagalkote,2023-05-30,23.7,36.5,25,1008.0,20.2,Sunny
Bagalkote,2023-05-31,22.8,37.9,28,1004.2,10.9,Sunny
Bagalkote,2023-06-01,21.1,28.8,95,1000.7,72.8,Stormy
Bagalkote,2023-06-02,21.9,28.2,91,1006.3,51.0,Cloudy
Bagalkote,2023-06-03,20.3,27.6,79,1007.9,39.9,Cloudy
Bagalkote,2023-06-04,22.9,28.0,85,1003.7,59.3,Stormy
Bagalkote,2023-06-05,23.5,27.1,94,1002.1,52.1,Stormy
Bagalkote,2023-06-06,22.3,29.7,83,1005.4,38.0,Cloudy
Bagalkote,2023-06-07,19.8,29.9,87,1000.9,40.9,Cloudy
Bagalkote,2023-06-08,20.8,27.3,92,1003.4,45.8,Rainy
Bagalkote,2023-06-09,18.9,25.0,91,1007.4,43.6,Cloudy
Bagalkote,2023-06-10,22.8,27.1,86,1007.6,36.1,Cloudy
Bagalkote,2023-06-11,20.2,30.2,90,1003.1,65.5,Stormy
Bagalkote,2023-06-12,19.9,30.7,97,1001.3,37.1,Rainy
Bagalkote,2023-06-13,21.1,30.1,92,1002.8,43.2,Rainy
Bagalkote,2023-06-14,20.7,29.9,76,1004.3,38.7,Cloudy
Bagalkote,2023-06-15,21.4,29.0,97,1003.3,68.8,Stormy
Bagalkote,2023-06-16,20.6,26.1,83,1010.1,38.9,Cloudy
Bagalkote,2023-06-17,20.9,25.4,82,1002.8,44.5,Cloudy
Bagalkote,2023-06-18,24.5,30.0,90,1006.7,41.8,Cloudy
Bagalkote,2023-06-19,21.1,26.7,85,1003.8,36.8,Cloudy
Bagalkote,2023-06-20,22.5,29.1,89,1007.2,67.8,Stormy
Bagalkote,2023-06-21,21.5,28.6,98,999.3,41.9,Rainy
Bagalkote,2023-06-22,18.9,26.5,80,1006.8,38.4,Cloudy
Bagalkote,2023-06-23,20.1,30.2,60,1004.0,35.9,Sunny
Bagalkote,2023-06-24,20.5,29.4,83,1004.4,45.6,Cloudy
Bagalkote,2023-06-25,21.9,28.3,98,995.4,38.0,Rainy
Bagalkote,2023-06-26,23.0,28.9,76,1004.1,40.7,Cloudy
Bagalkote,2023-06-27,20.5,28.4,95,998.6,40.9,Rainy
Bagalkote,2023-06-28,22.8,27.6,95,1004.6,43.3,Rainy
Bagalkote,2023-06-29,22.5,27.5,98,998.9,70.2,Stormy
Bagalkote,2023-06-30,21.1,29.8,84,1007.0,45.3,Cloudy
Bagalkote,2023-07-01,22.0,27.3,89,1001.9,68.0,Stormy
Bagalkote,2023-07-02,21.8,25.9,95,1000.2,42.8,Rainy
Bagalkote,2023-07-03,21.7,28.8,78,1008.4,40.4,Cloudy
Bagalkote,2023-07-04,20.3,28.5,88,1000.4,49.5,Cloudy
Bagalkote,2023-07-05,22.9,25.9,87,1001.5,41.3,Cloudy
Bagalkote,2023-07-06,21.9,31.1,85,1005.2,39.5,Rainy
Bagalkote,2023-07-07,21.2,26.1,98,1002.6,57.4,Stormy
Bagalkote,2023-07-08,18.2,27.4,98,1000.1,39.6,Rainy
Bagalkote,2023-07-09,21.0,29.6,88,1005.6,44.9,Cloudy
Bagalkote,2023-07-10,18.9,26.9,91,1004.0,42.3,Cloudy
Bagalkote,2023-07-11,20.7,29.2,93,1002.2,37.2,Rainy
Bagalkote,2023-07-12,22.6,29.1,98,1000.7,57.7,Stormy
Bagalkote,2023-07-13,19.6,29.6,98,1003.7,63.4,Stormy
Bagalkote,2023-07-14,20.4,27.6,95,1000.7,57.2,Stormy
Bagalkote,2023-07-15,21.5,28.7,97,998.3,41.1,Rainy
Bagalkote,2023-07-16,20.1,28.2,91,1002.3,44.4,Cloudy
Bagalkote,2023-07-17,20.8,29.0,78,1004.8,47.5,Cloudy
Bagalkote,2023-07-18,19.9,30.9,79,1004.1,39.2,Cloudy
Bagalkote,2023-07-19,21.4,29.0,98,1003.9,62.4,Stormy
Bagalkote,2023-07-20,21.2,27.2,80,999.8,43.8,Cloudy
Bagalkote,2023-07-21,21.3,29.0,80,1005.6,44.2,Cloudy
Bagalkote,2023-07-22,20.6,30.5,76,1008.6,44.1,Cloudy
Bagalkote,2023-07-23,19.8,28.9,92,1002.9,44.0,Cloudy
Bagalkote,2023-07-24,18.1,30.1,93,1000.5,41.4,Rainy
Bagalkote,2023-07-25,22.7,26.7,93,1005.7,45.9,Cloudy
Bagalkote,2023-07-26,20.7,26.9,83,1002.7,46.9,Cloudy
Bagalkote,2023-07-27,19.1,28.2,98,1003.5,46.9,Rainy
Bagalkote,2023-07-28,21.1,28.2,94,999.1,36.4,Rainy
Bagalkote,2023-07-29,19.4,28.5,80,997.6,38.8,Rainy
Bagalkote,2023-07-30,20.7,29.2,96,1000.1,63.9,Stormy
Bagalkote,2023-07-31,21.1,25.5,94,1008.5,39.7,Cloudy
Bagalkote,2023-08-01,20.6,28.3,93,1003.2,42.9,Rainy
Bagalkote,2023-08-02,21.9,28.5,76,1003.1,31.3,Cloudy
Bagalkote,2023-08-03,21.5,29.5,94,1000.2,41.8,Rainy
Bagalkote,2023-08-04,19.7,24.6,94,1004.6,38.3,Cloudy
Bagalkote,2023-08-05,19.5,29.2,88,996.7,51.0,Cloudy
Bagalkote,2023-08-06,21.1,27.0,87,1002.7,43.2,Cloudy
Bagalkote,2023-08-07,22.4,26.3,88,1005.2,41.2,Cloudy
Bagalkote,2023-08-08,20.7,29.8,78,1011.7,47.7,Cloudy
Bagalkote,2023-08-09,20.7,30.7,76,1004.0,43.1,Cloudy
Bagalkote,2023-08-10,18.8,28.3,87,1003.9,42.3,Cloudy
Bagalkote,2023-08-11,21.7,29.9,78,1006.3,40.6,Cloudy
Bagalkote,2023-08-12,19.2,30.8,95,1001.2,45.7,Rainy
Bagalkote,2023-08-13,20.8,28.2,98,1004.4,63.8,Stormy
Bagalkote,2023-08-14,21.5,28.6,92,1007.6,39.5,Rainy
Bagalkote,2023-08-15,21.3,29.7,83,1001.2,44.0,Rainy
Bagalkote,2023-08-16,20.3,26.4,89,1006.8,43.7,Cloudy
Bagalkote,2023-08-17,19.9,26.1,82,1003.1,43.5,Cloudy
Bagalkote,2023-08-18,20.7,27.0,78,1004.0,43.0,Cloudy
Bagalkote,2023-08-19,20.6,28.7,75,1003.0,37.8,Rainy
Bagalkote,2023-08-20,21.7,28.9,92,996.5,70.3,Stormy
Bagalkote,2023-08-21,21.8,27.1,86,1004.5,39.9,Cloudy
Bagalkote,2023-08-22,21.6,29.1,97,1003.8,35.1,Rainy
Bagalkote,2023-08-23,22.1,26.7,87,1004.6,43.7,Rainy
Bagalkote,2023-08-24,21.8,27.0,90,1003.3,59.5,Stormy
Bagalkote,2023-08-25,21.4,27.2,95,1005.0,37.9,Rainy
Bagalkote,2023-08-26,21.5,29.8,75,1001.5,40.5,Cloudy
Bagalkote,2023-08-27,21.9,30.9,87,1005.8,43.4,Cloudy
Bagalkote,2023-08-28,22.0,24.8,83,1004.2,43.3,Cloudy
Bagalkote,2023-08-29,19.9,28.4,91,1001.7,64.3,Stormy
Bagalkote,2023-08-30,19.1,28.7,84,1001.0,50.7,Cloudy
Bagalkote,2023-08-31,20.8,28.9,85,1001.7,43.3,Cloudy
Bagalkote,2023-09-01,20.3,30.2,92,1005.1,40.0,Rainy
Bagalkote,2023-09-02,19.9,30.8,92,1003.2,48.0,Rainy
Bagalkote,2023-09-03,19.9,29.7,80,1009.7,40.4,Cloudy
Bagalkote,2023-09-04,19.8,29.0,84,1004.1,41.7,Cloudy
Bagalkote,2023-09-05,20.1,30.4,96,1003.2,53.9,Stormy
Bagalkote,2023-09-06,22.4,28.0,96,998.5,49.2,Rainy
Bagalkote,2023-09-07,21.8,30.3,98,1003.6,58.0,Stormy
Bagalkote,2023-09-08,20.7,27.0,83,1004.0,37.9,Cloudy
Bagalkote,2023-09-09,22.7,28.3,93,1003.9,42.8,Rainy
Bagalkote,2023-09-10,20.9,28.1,81,1011.0,41.7,Cloudy
Bagalkote,2023-09-11,21.5,27.4,93,1002.2,41.9,Rainy
Bagalkote,2023-09-12,21.9,27.9,84,999.7,44.2,Cloudy
Bagalkote,2023-09-13,22.1,28.6,98,1005.4,41.2,Rainy
Bagalkote,2023-09-14,21.0,27.4,76,1003.5,42.6,Cloudy
Bagalkote,2023-09-15,20.3,29.9,78,1003.4,43.6,Cloudy
Bagalkote,2023-09-16,19.9,29.8,96,1000.2,56.3,Stormy
Bagalkote,2023-09-17,18.3,29.7,95,1004.8,45.3,Rainy
Bagalkote,2023-09-18,19.9,27.8,91,1000.6,44.7,Cloudy
Bagalkote,2023-09-19,21.1,27.8,95,996.3,40.6,Rainy
Bagalkote,2023-09-20,20.9,30.8,97,1000.8,47.8,Rainy
Bagalkote,2023-09-21,22.8,28.8,83,1004.7,42.7,Cloudy
Bagalkote,2023-09-22,19.2,26.5,90,997.5,48.1,Rainy
Bagalkote,2023-09-23,22.6,26.8,78,1004.3,35.5,Cloudy
Bagalkote,2023-09-24,22.7,29.5,92,1004.9,36.8,Rainy
Bagalkote,2023-09-25,21.7,27.8,72,1004.4,37.7,Cloudy
Bagalkote,2023-09-26,18.6,26.0,91,998.2,38.8,Rainy
Bagalkote,2023-09-27,21.3,26.7,83,1006.9,43.7,Cloudy
Bagalkote,2023-09-28,18.7,26.5,98,999.8,60.3,Stormy
Bagalkote,2023-09-29,22.1,29.8,83,1002.5,41.1,Cloudy
Bagalkote,2023-09-30,20.1,29.5,84,1000.3,50.5,Cloudy
Bagalkote,2023-10-01,19.3,24.6,46,1006.5,12.7,Sunny
Bagalkote,2023-10-02,18.4,28.4,51,1001.3,17.2,Sunny
Bagalkote,2023-10-03,18.5,29.7,44,1004.4,23.2,Sunny
Bagalkote,2023-10-04,20.5,29.3,56,1008.2,17.7,Sunny
Bagalkote,2023-10-05,23.1,28.2,59,1000.3,18.2,Cloudy
Bagalkote,2023-10-06,20.4,26.3,68,999.5,10.3,Cloudy
Bagalkote,2023-10-07,19.9,28.3,53,1000.7,15.7,Sunny
Bagalkote,2023-10-08,19.8,27.3,56,1004.6,17.3,Sunny
Bagalkote,2023-10-09,19.5,28.2,53,1000.9,13.0,Sunny
Bagalkote,2023-10-10,19.4,27.3,60,1003.8,17.5,Cloudy
Bagalkote,2023-10-11,19.5,29.0,58,1004.2,14.5,Cloudy
Bagalkote,2023-10-12,19.1,30.8,48,1005.1,19.4,Sunny
Bagalkote,2023-10-13,19.2,27.5,49,1000.6,13.4,Sunny
Bagalkote,2023-10-14,18.7,28.5,75,1002.5,27.9,Stormy
Bagalkote,2023-10-15,18.6,28.0,67,1005.7,17.9,Cloudy
Bagalkote,2023-10-16,20.0,28.0,50,1004.6,15.7,Sunny
Bagalkote,2023-10-17,22.1,26.6,57,1000.6,26.8,Cloudy
Bagalkote,2023-10-18,20.5,26.3,46,1004.7,21.3,Sunny
Bagalkote,2023-10-19,19.9,27.1,55,1003.2,28.8,Cloudy
Bagalkote,2023-10-20,19.8,29.5,59,1006.6,18.7,Cloudy
Bagalkote,2023-10-21,21.8,30.3,62,1002.1,17.8,Cloudy
Bagalkote,2023-10-22,21.3,29.5,75,1001.0,36.4,Stormy
Bagalkote,2023-10-23,21.6,28.7,58,1000.6,12.8,Cloudy
Bagalkote,2023-10-24,21.3,27.3,52,1000.2,19.3,Sunny
Bagalkote,2023-10-25,20.3,26.9,47,1003.7,24.7,Sunny
Bagalkote,2023-10-26,20.2,27.2,55,1002.7,15.6,Sunny
Bagalkote,2023-10-27,20.0,26.8,54,1001.6,21.1,Cloudy
Bagalkote,2023-10-28,17.9,29.2,56,1001.6,20.2,Cloudy
Bagalkote,2023-10-29,18.1,29.4,47,1004.4,16.7,Sunny
Bagalkote,2023-10-30,20.2,27.5,51,1003.4,12.8,Sunny
Bagalkote,2023-10-31,20.7,28.1,48,1005.5,22.6,Sunny
Bagalkote,2023-11-01,23.1,28.0,59,1003.5,18.8,Cloudy
Bagalkote,2023-11-02,18.7,26.2,53,1003.8,14.1,Cloudy
Bagalkote,2023-11-03,19.4,29.4,60,1005.0,14.3,Cloudy
Bagalkote,2023-11-04,19.4,29.0,60,1006.4,14.7,Cloudy
Bagalkote,2023-11-05,20.0,29.8,63,1003.4,15.4,Cloudy
Bagalkote,2023-11-06,23.0,28.0,49,1001.5,18.4,Sunny
Bagalkote,2023-11-07,18.3,29.4,68,1008.4,19.6,Cloudy
Bagalkote,2023-11-08,19.6,29.8,51,1007.4,26.7,Sunny
Bagalkote,2023-11-09,20.6,27.6,58,1007.1,18.5,Cloudy
Bagalkote,2023-11-10,20.9,29.6,54,1005.2,18.0,Cloudy
Bagalkote,2023-11-11,18.4,29.9,52,1006.2,16.9,Sunny
Bagalkote,2023-11-12,20.4,29.8,51,1004.6,19.2,Sunny
Bagalkote,2023-11-13,20.0,25.4,47,1005.5,16.9,Sunny
Bagalkote,2023-11-14,20.1,29.8,67,1004.9,9.9,Cloudy
Bagalkote,2023-11-15,17.3,28.1,44,1003.5,16.5,Sunny
Bagalkote,2023-11-16,22.0,31.7,52,1007.4,12.7,Sunny
Bagalkote,2023-11-17,19.3,29.7,62,1006.6,9.6,Cloudy
Bagalkote,2023-11-18,20.7,27.8,51,1000.7,18.6,Cloudy
Bagalkote,2023-11-19,19.4,27.7,53,1007.0,20.9,Sunny
Bagalkote,2023-11-20,19.0,26.5,49,1010.5,13.7,Sunny
Bagalkote,2023-11-21,22.3,26.6,50,1005.4,19.6,Cloudy
Bagalkote,2023-11-22,18.4,29.4,55,1001.8,15.6,Cloudy
Bagalkote,2023-11-23,21.1,28.2,55,1003.3,19.4,Cloudy
Bagalkote,2023-11-24,18.5,30.8,56,1002.2,9.7,Windy
Bagalkote,2023-11-25,18.4,28.8,55,1001.7,13.7,Sunny
Bagalkote,2023-11-26,21.5,28.9,60,1003.9,13.8,Sunny
Bagalkote,2023-11-27,21.0,25.7,47,1004.2,13.7,Sunny
Bagalkote,2023-11-28,21.0,26.7,60,1005.5,19.5,Cloudy
Bagalkote,2023-11-29,21.1,27.8,54,1005.3,19.8,Sunny
Bagalkote,2023-11-30,21.2,27.6,51,1004.9,14.1,Sunny
Bagalkote,2023-12-01,10.0,23.2,25,1003.2,7.3,Sunny
Bagalkote,2023-12-02,13.8,21.9,44,1005.8,9.5,Sunny
Bagalkote,2023-12-03,12.7,24.5,41,1008.3,17.3,Sunny
Bagalkote,2023-12-04,12.1,22.4,35,1004.4,22.3,Sunny
Bagalkote,2023-12-05,12.9,24.5,41,1004.7,17.2,Sunny
Bagalkote,2023-12-06,12.1,23.8,38,1006.0,18.1,Sunny
Bagalkote,2023-12-07,12.2,21.5,29,1003.4,13.8,Sunny
Bagalkote,2023-12-08,13.2,19.8,35,1004.5,20.5,Sunny
Bagalkote,2023-12-09,12.9,24.2,37,1008.0,17.9,Sunny
Bagalkote,2023-12-10,13.5,24.7,33,1001.8,11.2,Sunny
Bagalkote,2023-12-11,13.0,22.0,38,1007.3,19.4,Sunny
Bagalkote,2023-12-12,11.0,26.2,34,1001.6,18.2,Sunny
Bagalkote,2023-12-13,13.7,23.1,40,1004.9,16.7,Sunny
Bagalkote,2023-12-14,11.7,28.0,35,1003.3,15.8,Sunny
Bagalkote,2023-12-15,10.7,21.9,36,1005.0,17.5,Sunny
Bagalkote,2023-12-16,11.2,20.7,40,1003.1,19.4,Sunny
Bagalkote,2023-12-17,14.3,24.7,29,1003.1,5.1,Sunny
Bagalkote,2023-12-18,13.1,25.0,25,1005.7,14.6,Sunny
Bagalkote,2023-12-19,13.0,24.0,36,1005.0,8.7,Sunny
Bagalkote,2023-12-20,11.6,26.0,34,1003.5,2.9,Sunny
Bagalkote,2023-12-21,12.3,23.9,37,1005.2,15.4,Sunny
Bagalkote,2023-12-22,13.7,22.0,34,1001.9,11.2,Sunny
Bagalkote,2023-12-23,11.1,24.3,32,1002.7,15.7,Sunny
Bagalkote,2023-12-24,10.6,26.4,31,1004.1,13.2,Sunny
Bagalkote,2023-12-25,11.8,24.6,36,1003.8,21.5,Sunny
Bagalkote,2023-12-26,12.7,23.0,34,1007.4,21.4,Sunny
Bagalkote,2023-12-27,13.2,26.2,40,1003.5,16.7,Sunny
Bagalkote,2023-12-28,14.4,25.3,42,1003.7,12.7,Sunny
Bagalkote,2023-12-29,13.6,22.9,36,1003.2,13.4,Sunny
Bagalkote,2023-12-30,11.5,24.4,36,1006.9,15.5,Sunny
